"","URL","Industry","Company","YearEstablished","Employees","Revenue_DKK","EBITA_DKK","Address"
"3252","https://www.proff.dk/firma/audionova-aps/hadsten/medicinsk-teknisk-udstyr/GV27UOI011I/","Medical Technologies","Audionova ApS",2014,NA,89098000,5070000,"Søndergade 13, 8370 Hadsten"
"3262","https://www.proff.dk/firma/bandagist-centret-ortop%C3%A6diske-bandagerier-og-skomagerier-as/odense-sv/medicinsk-teknisk-udstyr/GVIDM7I011I/","Medical Technologies","Bandagist-Centret, Ortopædiske Bandagerier og Skomagerier A/S",2015,5,45446000,7648000,"Faaborgvej 3-5, 5250 Odense SV"
"3272","https://www.proff.dk/firma/dansk-h%C3%B8recenter-rudk%C3%B8bing/rudk%C3%B8bing/medicinsk-teknisk-udstyr/GVIODPI011I/","Medical Technologies","Dansk Hørecenter Rudkøbing",2015,NA,42340000,-16052000,"Østerport 2A, 5900 Rudkøbing"
"3282","https://www.proff.dk/firma/audionova-aps/aarhus-c/medicinsk-teknisk-udstyr/GVKA1DI011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Klostertorvet 6, 8000 Aarhus C"
"3292","https://www.proff.dk/firma/audionova-aps/st%C3%B8vring/medicinsk-teknisk-udstyr/GVKA2KI011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Jernbanegade 11, 9530 Støvring"
"3302","https://www.proff.dk/firma/audionova-aps/aars/medicinsk-teknisk-udstyr/GVKA3UI011I/","Medical Technologies","Audionova ApS",2015,1,89098000,5070000,"Himmerlandsgade 58, 9600 Aars"
"3313","https://www.proff.dk/firma/audionova-aps/rudk%C3%B8bing/medicinsk-teknisk-udstyr/GVKA93I011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Torvet 11, 5900 Rudkøbing"
"3322","https://www.proff.dk/firma/ortos-as/aalborg-s%C3%B8/medicinsk-teknisk-udstyr/GVKMPGI011I/","Medical Technologies","Ortos A/S",2015,4,35237000,1565000,"Indkildevej 4, 9210 Aalborg SØ"
"3332","https://www.proff.dk/firma/audionova-aps/lemvig/medicinsk-teknisk-udstyr/GVN27ZI011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Torvet 3, 7620 Lemvig"
"3342","https://www.proff.dk/firma/audionova-aps/hedensted/medicinsk-teknisk-udstyr/GVN2AOI011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Bytorvet 27, 1., 8722 Hedensted"
"3352","https://www.proff.dk/firma/audionova-aps/brande/medicinsk-teknisk-udstyr/GVN2B4I011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Torvet 2, 7330 Brande"
"3362","https://www.proff.dk/firma/audionova-aps/struer/medicinsk-teknisk-udstyr/GVN2CII011I/","Medical Technologies","Audionova ApS",2015,NA,89098000,5070000,"Vestergade 11, 7600 Struer"
"3372","https://www.proff.dk/firma/audionova-kors%C3%B8r/kors%C3%B8r/medicinsk-teknisk-udstyr/GVOORJI011I/","Medical Technologies","Audionova Korsør",2015,NA,89098000,5070000,"Algade 49A, 4220 Korsør"
"3382","https://www.proff.dk/firma/labmodul-as/christiansfeld/medicinsk-teknisk-udstyr/GVQHLNI011I/","Medical Technologies","Labmodul A/S",2015,13,11236000,-638000,"Søndre Alle 13, 6070 Christiansfeld"
"3392","https://www.proff.dk/firma/rikke-svaneeng-aps-under-konkurs/v%C3%A6ggerl%C3%B8se/medicinsk-teknisk-udstyr/GVQUKEI011I/","Medical Technologies","Rikke Svaneeng ApS  Under Konkurs",2015,NA,216000,27000,"Præstestræde 13, 4873 Væggerløse"
"3402","https://www.proff.dk/firma/tandteknikeren-aps/horsens/medicinsk-teknisk-udstyr/GVR9FAI011I/","Medical Technologies","Tandteknikeren ApS",2015,NA,2726000,924000,"Fredrik Bajers Gade 1, st. th., 8700 Horsens"
"3413","https://www.proff.dk/firma/audika-aps/faaborg/medicinsk-teknisk-udstyr/GVRSCZI011I/","Medical Technologies","Audika ApS",2015,1,35294000,405000,"Klerkegade 8, 5600 Faaborg"
"3422","https://www.proff.dk/firma/audika-aps/assens/medicinsk-teknisk-udstyr/GVRSDFI011I/","Medical Technologies","Audika ApS",2015,3,35294000,405000,"Søndre Ringvej 2, 5610 Assens"
"3432","https://www.proff.dk/firma/audika-aps/fredericia/medicinsk-teknisk-udstyr/GVRSDTI011I/","Medical Technologies","Audika ApS",2015,2,35294000,405000,"Jyllandsgade 23A, 7000 Fredericia"
"3442","https://www.proff.dk/firma/audika-aps/vejle/medicinsk-teknisk-udstyr/GVRSE1I011I/","Medical Technologies","Audika ApS",2015,4,35294000,405000,"Dæmningen 17, st. tv., 7100 Vejle"
"3452","https://www.proff.dk/firma/audika-aps/esbjerg/medicinsk-teknisk-udstyr/GVWJUCI011I/","Medical Technologies","Audika ApS",2016,5,35294000,405000,"Danmarksgade 26, st. tv., 6700 Esbjerg"
"3462","https://www.proff.dk/firma/cms-dental-as/kongens-lyngby/medicinsk-teknisk-udstyr/GVYVXEI011I/","Medical Technologies","Cms Dental A/S",2016,NA,7371000,396000,"Lottenborgvej 24, 2800 Kongens Lyngby"
"3472","https://www.proff.dk/firma/audionova-aps/munkebo/medicinsk-teknisk-udstyr/GVZSZ0I011I/","Medical Technologies","Audionova ApS",2016,NA,89098000,5070000,"Bycentret 101, 5330 Munkebo"
"3482","https://www.proff.dk/firma/tandteknikeren-aps/vejle/medicinsk-teknisk-udstyr/GW1B4VI011I/","Medical Technologies","Tandteknikeren ApS",2016,NA,2726000,924000,"Havnegade 3, 7100 Vejle"
"3492","https://www.proff.dk/firma/audionova-aps/hirtshals/medicinsk-teknisk-udstyr/GW2WD5I011I/","Medical Technologies","Audionova ApS",2016,NA,89098000,5070000,"Jyllandsgade 2, 9850 Hirtshals"
"3502","https://www.proff.dk/firma/dansk-h%C3%B8recenter-aabenraa/aabenraa/medicinsk-teknisk-udstyr/GW32Z2I011I/","Medical Technologies","Dansk Hørecenter, Aabenraa",2015,NA,42340000,-16052000,"Madevej 9, 6200 Aabenraa"
"3513","https://www.proff.dk/firma/audionova-egtved/egtved/medicinsk-teknisk-udstyr/GWLHCBI011I/","Medical Technologies","Audionova Egtved",2016,NA,89098000,5070000,"Aftensang 28, 6040 Egtved"
"3522","https://www.proff.dk/firma/syddansk-h%C3%B8reklinik/odense-nv/medicinsk-teknisk-udstyr/GWRCKGI011I/","Medical Technologies","Syddansk Høreklinik",2017,2,248000,-2003000,"Rugårdsvej 197, 5210 Odense NV"
"3532","https://www.proff.dk/firma/syddansk-h%C3%B8reklinik-aps/s%C3%B8nderborg/medicinsk-teknisk-udstyr/GWRCKOI011I/","Medical Technologies","Syddansk Høreklinik ApS",2017,NA,248000,-2003000,"Møllebakken 1, 6400 Sønderborg"
"3542","https://www.proff.dk/firma/syddansk-h%C3%B8reklinik-aps/kolding/medicinsk-teknisk-udstyr/GWRCKWI011I/","Medical Technologies","Syddansk Høreklinik ApS",2017,NA,248000,-2003000,"Jernbanegade 33, 6000 Kolding"
"3554","https://www.proff.dk/firma/mobilediagnostic-ivs-under-tvangsopl%C3%B8sning/birker%C3%B8d/medicinsk-teknisk-udstyr/GWREMJI011I/","Medical Technologies","Mobilediagnostic IVS  Under Tvangsopløsning",2017,NA,0,0,"Nobisvej 28, 3460 Birkerød"
"3562","https://www.proff.dk/firma/audionova-aps/langeskov/medicinsk-teknisk-udstyr/GWSL9ZI011I/","Medical Technologies","Audionova ApS",2017,NA,89098000,5070000,"Langeskov Centret 1, 5550 Langeskov"
"3572","https://www.proff.dk/firma/audionova-aps/odense-c/medicinsk-teknisk-udstyr/GWSLC0I011I/","Medical Technologies","Audionova ApS",2017,NA,89098000,5070000,"Rugårdsvej 103A, 5000 Odense C"
"3582","https://www.proff.dk/firma/audionova-aps/kjellerup/medicinsk-teknisk-udstyr/GWWB7II011I/","Medical Technologies","Audionova ApS",2017,NA,89098000,5070000,"Nørregade 19, 8620 Kjellerup"
"3592","https://www.proff.dk/firma/audionova-aps/galten/medicinsk-teknisk-udstyr/GWYB6YI011I/","Medical Technologies","Audionova ApS",2017,NA,89098000,5070000,"Torvet 2A, 8464 Galten"
"3602","https://www.proff.dk/firma/audionova-sk%C3%A6rb%C3%A6k/sk%C3%A6rb%C3%A6k/medicinsk-teknisk-udstyr/GWYHSGI011I/","Medical Technologies","Audionova Skærbæk",2017,NA,89098000,5070000,"Storegade 20, 6780 Skærbæk"
"3613","https://www.proff.dk/firma/dansk-nordenta-as/silkeborg/medicinsk-teknisk-udstyr/GWZ9CKI011I/","Medical Technologies","Dansk Nordenta A/S",2017,20,82120000,47438000,"Suensonsvej 3, 8600 Silkeborg"
"3622","https://www.proff.dk/firma/audionova-aps/aars/medicinsk-teknisk-udstyr/GX0336I011I/","Medical Technologies","Audionova ApS",2017,2,89098000,5070000,"Himmerlandsgade 87, 9600 Aars"
"3632","https://www.proff.dk/firma/audionova-aps/grenaa/medicinsk-teknisk-udstyr/GX033MI011I/","Medical Technologies","Audionova ApS",2017,1,89098000,5070000,"Søndergade 4B, 8500 Grenaa"
"3642","https://www.proff.dk/firma/audionova-aps/grindsted/medicinsk-teknisk-udstyr/GX033UI011I/","Medical Technologies","Audionova ApS",2017,3,89098000,5070000,"Jernbanegade 2, 7200 Grindsted"
"3652","https://www.proff.dk/firma/audionova-aps/herning/medicinsk-teknisk-udstyr/GX0357I011I/","Medical Technologies","Audionova ApS",2017,5,89098000,5070000,"Bredgade 40, 7400 Herning"
"3662","https://www.proff.dk/firma/audionova-aps/h%C3%B8jbjerg/medicinsk-teknisk-udstyr/GX035FI011I/","Medical Technologies","Audionova ApS",2017,NA,89098000,5070000,"Stenvej 19, st., 8270 Højbjerg"
"3672","https://www.proff.dk/firma/audionova-aps/nyborg/medicinsk-teknisk-udstyr/GX0363I011I/","Medical Technologies","Audionova ApS",2017,1,89098000,5070000,"Korsgade 13, 5800 Nyborg"
"3682","https://www.proff.dk/firma/audionova-aps/randers-c/medicinsk-teknisk-udstyr/GX036UI011I/","Medical Technologies","Audionova ApS",2017,2,89098000,5070000,"Kirkegade 13A, 8900 Randers C"
"3692","https://www.proff.dk/firma/audionova-aps/r%C3%B8dovre/medicinsk-teknisk-udstyr/GX0372I011I/","Medical Technologies","Audionova ApS",2017,NA,89098000,5070000,"Roskildevej 303A, 2610 Rødovre"
"3702","https://www.proff.dk/firma/audionova-aps/silkeborg/medicinsk-teknisk-udstyr/GX0384I011I/","Medical Technologies","Audionova ApS",2017,2,89098000,5070000,"Vestergade 35, 8600 Silkeborg"
"3713","https://www.proff.dk/firma/audionova-aps/aarhus-n/medicinsk-teknisk-udstyr/GX039ZI011I/","Medical Technologies","Audionova ApS",2017,2,89098000,5070000,"Skelagervej 1, 8200 Aarhus N"
"3722","https://www.proff.dk/firma/audionova-aps/vanl%C3%B8se/medicinsk-teknisk-udstyr/GX055JI011I/","Medical Technologies","Audionova ApS",2017,1,89098000,5070000,"Indertoften 1A, 2720 Vanløse"
"3733","https://www.proff.dk/firma/tandklinikken-stefan-lukic/br%C3%B8ndby/medicinsk-teknisk-udstyr/GX08LVI011I/","Medical Technologies","Tandklinikken Stefan Lukic",NA,0,0,NA,"Brøndbyøster Torv 27, 2605 Brøndby"
"3742","https://www.proff.dk/firma/vellyd-aps/aalborg/medicinsk-teknisk-udstyr/GX14EXI011I/","Medical Technologies","Vellyd ApS",2017,1,950000,275000,"Vejgård Møllevej 3, st. tv., 9000 Aalborg"
"3752","https://www.proff.dk/firma/klinisk-tandtekniker-dental-laboratorium/nakskov/medicinsk-teknisk-udstyr/GX837CI011I/","Medical Technologies","Klinisk Tandtekniker &amp; Dental Laboratorium",NA,0,0,NA,"Vejlegade 4, st., 4900 Nakskov"
"3762","https://www.proff.dk/firma/ortos-as/k%C3%B8ge/medicinsk-teknisk-udstyr/GXHWD4I011I/","Medical Technologies","Ortos A/S",2018,3,35237000,1565000,"Tigervej 37, 4600 Køge"
"3772","https://www.proff.dk/firma/ortos-as/vejle/medicinsk-teknisk-udstyr/GXHWDNI011I/","Medical Technologies","Ortos A/S",2018,NA,35237000,1565000,"Vindinggård Ringvej 1, 7100 Vejle"
"3782","https://www.proff.dk/firma/audika-aps-greve/greve/medicinsk-teknisk-udstyr/GXHXL4I011I/","Medical Technologies","Audika ApS Greve",2018,4,35294000,405000,"Greve Midtby Center 10F, 2670 Greve"
"3792","https://www.proff.dk/firma/cortex-technology-aps/kongens-lyngby/medicinsk-teknisk-udstyr/GXIA4LI011I/","Medical Technologies","Cortex Technology ApS",2017,1,9077000,2738000,"Diplomvej 381, 2800 Kongens Lyngby"
"3802","https://www.proff.dk/firma/ar-dental-aps-under-konkurs/odense-c/medicinsk-teknisk-udstyr/GXIAT0I011I/","Medical Technologies","Ar-Dental ApS  Under Konkurs",2018,6,2692000,-653000,"Allégade 47, 5000 Odense C"
"3813","https://www.proff.dk/firma/klinisk-tandtekniker-marianne-rosenbeck/randers-c/medicinsk-teknisk-udstyr/GXILLZI011I/","Medical Technologies","Klinisk Tandtekniker Marianne Rosenbeck",NA,0,0,NA,"Østergade 5, st. th., 8900 Randers C"
"3822","https://www.proff.dk/firma/kvali-stel-aps-under-tvangsopl%C3%B8sning/k%C3%B8benhavn-%C3%B8/medicinsk-teknisk-udstyr/GXJ0TEI011I/","Medical Technologies","Kvali-Stel ApS  Under Tvangsopløsning",2018,NA,0,0,"Langelinie Allé 17, 2100 København Ø"
"3832","https://www.proff.dk/firma/tandproteseteamet-aps/viborg/medicinsk-teknisk-udstyr/GXJBP8I011I/","Medical Technologies","Tandproteseteamet ApS",2018,NA,3457000,224000,"Ll. Sct. Peder Stræde 19, 8800 Viborg"
"3842","https://www.proff.dk/firma/tandklinikke-stefan-lukic/r%C3%B8dovre/medicinsk-teknisk-udstyr/GXL9H8I011I/","Medical Technologies","Tandklinikke Stefan Lukic",NA,0,0,NA,"Rødovrevej 314A, st., 2610 Rødovre"
"3852","https://www.proff.dk/firma/audionova-jyderup/jyderup/medicinsk-teknisk-udstyr/GXNM2CI011I/","Medical Technologies","Audionova Jyderup",2018,1,89098000,5070000,"H.P.Folkmannsvej 2, 4450 Jyderup"
"3862","https://www.proff.dk/firma/audionova-t%C3%B8rring/t%C3%B8rring/medicinsk-teknisk-udstyr/GXO9VNI011I/","Medical Technologies","Audionova Tørring",2018,NA,89098000,5070000,"Torvegade 10, 7160 Tørring"
"3872","https://www.proff.dk/firma/audika-aps/taastrup/medicinsk-teknisk-udstyr/GXOAHXI011I/","Medical Technologies","Audika ApS",2018,2,35294000,405000,"Taastrup Hovedgade 107, st. tv., 2630 Taastrup"
"3882","https://www.proff.dk/firma/audika-aps/kongens-lyngby/medicinsk-teknisk-udstyr/GXOAIBI011I/","Medical Technologies","Audika ApS",2018,4,35294000,405000,"Toftebæksvej 6B, 2800 Kongens Lyngby"
"3892","https://www.proff.dk/firma/tandproteseteamet-aps/bjerringbro/medicinsk-teknisk-udstyr/GXOG4FI011I/","Medical Technologies","Tandproteseteamet ApS",2018,NA,3457000,224000,"Realskolevej 15B, 8850 Bjerringbro"
"3902","https://www.proff.dk/firma/tandproteseteamet-aps/skive/medicinsk-teknisk-udstyr/GXOG51I011I/","Medical Technologies","Tandproteseteamet ApS",2018,NA,3457000,224000,"Posthustorvet 1E, st., 7800 Skive"
"3913","https://www.proff.dk/firma/steens-h%C3%B8recenter/n%C3%A6stved/medicinsk-teknisk-udstyr/GXQHC6I011I/","Medical Technologies","Steens Hørecenter",NA,0,0,NA,"Ramsherred 6, 4700 Næstved"
"3922","https://www.proff.dk/firma/go-pen-aps/%C3%A5lsg%C3%A5rde/medicinsk-teknisk-udstyr/GXTG72I011I/","Medical Technologies","Go-Pen ApS",2019,1,637000,623000,"Stormlugen 4B, 3140 Ålsgårde"
"3932","https://www.proff.dk/firma/audionova-amagerbro/k%C3%B8benhavn-s/medicinsk-teknisk-udstyr/GXTPZLI011I/","Medical Technologies","Audionova Amagerbro",2019,1,89098000,5070000,"Amagerbrogade 57B, st., 2300 København S"
"3942","https://www.proff.dk/firma/boisen/viborg/medicinsk-teknisk-udstyr/GXTSH2I011I/","Medical Technologies","Boisen",2019,NA,3891000,270000,"Toldboden 1, 3. b., 8800 Viborg"
"3952","https://www.proff.dk/firma/danskh%C3%B8recenter-risskov/risskov/medicinsk-teknisk-udstyr/GXVM6DI011I/","Medical Technologies","Danskhørecenter Risskov",2018,NA,42340000,-16052000,"Nordre Strandvej 136, 8240 Risskov"
"3962","https://www.proff.dk/firma/danskh%C3%B8recenter-glostrup/glostrup/medicinsk-teknisk-udstyr/GXVM74I011I/","Medical Technologies","Danskhørecenter Glostrup",2018,2,42340000,-16052000,"Jernbanevej 6, 2600 Glostrup"
"3972","https://www.proff.dk/firma/danskh%C3%B8recenter-viby/viby-j/medicinsk-teknisk-udstyr/GXX2M3I011I/","Medical Technologies","Danskhørecenter Viby",2019,1,42340000,-16052000,"Viby Ringvej 10, 8260 Viby J"
"3982","https://www.proff.dk/firma/world-medicine/k%C3%B8benhavn-%C3%B8/medicinsk-teknisk-udstyr/GXZN4LI011I/","Medical Technologies","World Medicine",NA,0,0,NA,"Slagelsegade 12, 2100 København Ø"
"3992","https://www.proff.dk/firma/dansk-h%C3%B8recenter-hobro/hobro/medicinsk-teknisk-udstyr/GY09H6I011I/","Medical Technologies","Dansk Hørecenter Hobro",2019,1,42340000,-16052000,"Jernbanegade 1, 9500 Hobro"
"4002","https://www.proff.dk/firma/levabo-aps/skanderborg/medicinsk-teknisk-udstyr/GY0KBCI011I/","Medical Technologies","Levabo ApS",2018,6,4528000,2181000,"Sverigesvej 20A, 8660 Skanderborg"
"4013","https://www.proff.dk/firma/dent-x-aps-under-konkurs/k%C3%B8benhavn-k/medicinsk-teknisk-udstyr/GYQ297I011I/","Medical Technologies","Dent-X ApS  Under Konkurs",NA,0,0,NA,"Ny Østergade 3, 4., 1101 København K"
"4022","https://www.proff.dk/firma/din-h%C3%B8respecialist-frederikssund/frederikssund/medicinsk-teknisk-udstyr/GYQXHYI011I/","Medical Technologies","Din Hørespecialist - Frederikssund",2020,1,13286000,-11717000,"Jernbanegade 6B, 3600 Frederikssund"
"4032","https://www.proff.dk/firma/heimdalls-denmark-aps/kolding/medicinsk-teknisk-udstyr/GYS2T4I011I/","Medical Technologies","Heimdall&#39;s Denmark ApS",2020,4,-585000,-1240000,"Haderslevvej 36, 6000 Kolding"
"4042","https://www.proff.dk/firma/heimdalls-denmark-aps/s%C3%B8borg/medicinsk-teknisk-udstyr/GZ12LWI011I/","Medical Technologies","Heimdall&#39;s Denmark ApS",2020,3,-585000,-1240000,"Vandtårnsvej 77, 2860 Søborg"
"4052","https://www.proff.dk/firma/syddansk-h%C3%B8reklinik/esbjerg/medicinsk-teknisk-udstyr/GZ3I7II011I/","Medical Technologies","Syddansk Høreklinik",2020,1,248000,-2003000,"Strandbygade 65, 2., 6700 Esbjerg"
"4062","https://www.proff.dk/firma/syddansk-h%C3%B8reklinik/randers-c/medicinsk-teknisk-udstyr/GZ3I7QI011I/","Medical Technologies","Syddansk Høreklinik",2020,1,248000,-2003000,"Vestergade 12, st., 8900 Randers C"
"4072","https://www.proff.dk/firma/pentabase-as/odense-c/medicinsk-teknisk-udstyr/GZ4RJMI011I/","Medical Technologies","Pentabase A/S",2020,97,199224000,184357000,"Petersmindevej 1A, 5000 Odense C"
"4082","https://www.proff.dk/firma/din-h%C3%B8respecialist-hellerup/hellerup/medicinsk-teknisk-udstyr/GZ6UYSI011I/","Medical Technologies","Din Hørespecialist - Hellerup",2020,2,13286000,-11717000,"Strandvejen 78, 2900 Hellerup"
"4092","https://www.proff.dk/firma/dansk-h%C3%B8recenter-holstebro/holstebro/medicinsk-teknisk-udstyr/GZ9CBUI011I/","Medical Technologies","Dansk Hørecenter Holstebro",2020,2,42340000,-16052000,"Østergade 7, 7500 Holstebro"
"4103","https://www.proff.dk/firma/din-h%C3%B8respecialist-ikast/ikast/medicinsk-teknisk-udstyr/GZ9UWFI011I/","Medical Technologies","Din Hørespecialist - Ikast",2020,1,13286000,-11717000,"Østergade 15, 7430 Ikast"
"4113","https://www.proff.dk/firma/din-h%C3%B8respecialist-valby/valby/medicinsk-teknisk-udstyr/GZ9UWNI011I/","Medical Technologies","Din Hørespecialist - Valby",2021,1,13286000,-11717000,"Valby Langgade 49, 2500 Valby"
"4122","https://www.proff.dk/firma/kalundborg-dental-laboratorium-aps-under-konkurs/h%C3%B8jby/medicinsk-teknisk-udstyr/GZBPMZI011I/","Medical Technologies","Kalundborg Dental Laboratorium ApS  Under Konkurs",2021,1,707000,141000,"Nygårdsvej 21, 4573 Højby"
"4132","https://www.proff.dk/firma/sliksk%C3%A5len/str%C3%B8by/medicinsk-teknisk-udstyr/GZEG2AI011I/","Medical Technologies","Slikskålen",NA,0,0,NA,"Brinken 164, 4671 Strøby"
"4142","https://www.proff.dk/firma/sonova-ag/klampenborg/medicinsk-teknisk-udstyr/GZF9DLI011I/","Medical Technologies","Sonova Ag",NA,0,0,NA,"Hans Edvard Teglers Vej 5, 1., 2920 Charlottenlund"
"4152","https://www.proff.dk/firma/sahva-logistik-produktion-og-lager/br%C3%B8ndby/medicinsk-teknisk-udstyr/GZFOERI011I/","Medical Technologies","Sahva Logistik - Produktion og Lager",2021,44,79107000,18298000,"Priorparken 850, 2605 Brøndby"
"4162","https://www.proff.dk/firma/sahva-as/br%C3%B8ndby/medicinsk-teknisk-udstyr/GZFOGCI011I/","Medical Technologies","Sahva A/S",2021,127,79107000,18298000,"Nykær 68, 2605 Brøndby"
"4172","https://www.proff.dk/firma/malle-co/solr%C3%B8d-strand/medicinsk-teknisk-udstyr/GZHG7QI011I/","Medical Technologies","Malle &amp; Co",NA,0,0,NA,"Solrød Byvej 15, 2680 Solrød Strand"
"4182","https://www.proff.dk/firma/go-pen-aps/kongens-lyngby/medicinsk-teknisk-udstyr/GZKP3MI011I/","Medical Technologies","Go-Pen ApS",2021,NA,637000,623000,"Diplomvej 381, 2800 Kongens Lyngby"
"4192","https://www.proff.dk/firma/vestjyllands-h%C3%B8recenter-aps/struer/medicinsk-teknisk-udstyr/GZKQ53I011I/","Medical Technologies","Vestjyllands Hørecenter ApS",2021,NA,3052000,562000,"Smedegade 11, 7600 Struer"
"4202","https://www.proff.dk/firma/joans-h%C3%B8reklinik-aps-butiks-navn-din-lokale-h%C3%B8reklinik/holb%C3%A6k/medicinsk-teknisk-udstyr/GZLGBCI011I/","Medical Technologies","Joans Høreklinik ApS (Butiks Navn: Din Lokale Høreklinik)",2017,NA,2213000,-97000,"Smedelundsgade 30C, 4300 Holbæk"
"4213","https://www.proff.dk/firma/novo-nordisk-as-24a/hiller%C3%B8d/medicinsk-teknisk-udstyr/GZLRWLI011I/","Medical Technologies","Novo Nordisk A/S - 24a",2021,544,8.0278e+10,4.9444e+10,"Brennum Park 24A, 3400 Hillerød"
"4222","https://www.proff.dk/firma/audika-s%C3%B8nderborg/s%C3%B8nderborg/medicinsk-teknisk-udstyr/GZLSFVI011I/","Medical Technologies","Audika Sønderborg",2021,2,35294000,405000,"Perlegade 43, 6400 Sønderborg"
"4232","https://www.proff.dk/firma/audika-horsens/horsens/medicinsk-teknisk-udstyr/GZME5FI011I/","Medical Technologies","Audika Horsens",2021,1,35294000,405000,"Allegade 1H, st. th., 8700 Horsens"
"4242","https://www.proff.dk/firma/novo-nordisk-as-24k/hiller%C3%B8d/medicinsk-teknisk-udstyr/GZN7LMI011I/","Medical Technologies","Novo Nordisk A/S - 24k",2021,NA,8.0278e+10,4.9444e+10,"Brennum Park 24K, 3400 Hillerød"
"4252","https://www.proff.dk/firma/novo-nordisk-as-havremarken/%C3%B8lstykke/medicinsk-teknisk-udstyr/GZNHHGI011I/","Medical Technologies","Novo Nordisk A/S - Havremarken",2021,NA,8.0278e+10,4.9444e+10,"Havremarken 4, 3650 Ølstykke"
